Date,Name,Team,Opp,Position,Salary,My Proj,RotoQL MLB,DFS Guru NBA/MLB/NFL ,Last 5 Games Avg,Season Avg,Perfect Lineup
20180409,Joe Mauer ,@MIN,HOU,1B,3000,0,6.2,6.1,7.4,8,0
20180409,Logan Morrison ,@MIN,HOU,1B,3000,0,5.8,6.5,2.2,2.5,0
20180409,Derek Fisher ,HOU,@MIN,OF,3000,0,7.1,6.9,4,5.3,0
20180409,Cheslor Cuthbert ,@KC,SEA,3B,3000,0,5,5.1,3.4,4,0
20180409,Brandon Belt ,@SF,ARI,1B,3000,0,7.3,7.3,10,7.6,0
20180409,Kendrys Morales ,TOR,@BAL,1B,2900,0,6.4,6.5,7.8,5.6,0
20180409,Danny Valencia ,@BAL,TOR,3B,2900,0,7,6.7,4.4,7,0
20180409,Justin Bour ,@MIA,NYM,1B,2900,0,4.7,5.9,3.8,3.2,0
20180409,Kevin Plawecki ,NYM,@MIA,C,2900,0,7.2,6.9,6.2,7.8,0
20180409,Evan Longoria ,@SF,ARI,3B,2900,0,5.6,6.4,6.8,4.9,0
20180409,Anthony Santander ,@BAL,TOR,OF,2800,0,6,5.9,9,7.4,0
20180409,Kolten Wong ,@STL,MIL,2B,2800,0,5.8,6.8,2.6,1.6,0
20180409,Daniel Vogelbach ,SEA,@KC,1B,2800,0,4.9,5,4,4,0
20180409,Pat Valaika ,@COL,SD,SS,2800,0,8.1,8.7,1,0.9,0
20180409,Deven Marrero ,ARI,@SF,3B,2800,0,6.1,6.2,4.2,2.4,0
20180409,Drew Robinson ,@TEX,LAA,3B / OF ,2700,0,6.1,6,5.4,6,0
20180409,Ichiro Suzuki ,SEA,@KC,OF,2700,0,5.3,5.6,2.2,3.2,0
20180409,Hunter Pence ,@SF,ARI,OF,2700,0,5.2,5.9,4.2,4,0
20180409,Guillermo Heredia ,SEA,@KC,OF,2600,0,5.2,5.1,1.4,3.8,0
20180409,David Freitas ,SEA,@KC,C,2600,0,4.6,4.6,5.4,3.5,0
20180409,Ryan Schimpf ,LAA,@TEX,2B / 3B ,2500,0,7.9,7.8,5,10,0
20180409,Ryan Rua ,@TEX,LAA,1B / OF ,2400,0,4.4,5.1,2.4,2.7,0
20180409,Marco Gonzales ,SEA,@KC,P,6200,0,13.4,13.3,5.8,12.7,-0.1
20180410,Mookie Betts ,@BOS,NYY,OF,4600,0,7.9,7.5,20.4,10.3,43
20180410,Stephen Strasburg ,@WSH,ATL,P,10800,0,30.4,32.2,29.3,18.8,35
20180410,Hyun-Jin Ryu ,@LAD,OAK,P,6800,0,15.6,16.4,9.2,0.1,32.3
20180410,Justin Bour ,@MIA,NYM,1B,2900,0,5.4,6.7,8.4,2.9,32
20180410,Joey Lucchesi ,SD,@COL,P,5300,0,10.3,10.2,0,12.6,30.5
20180410,Aaron Nola ,@PHI,CIN,P,8200,0,23.6,26,20.5,11.7,28.4
20180410,Asdrubal Cabrera ,NYM,@MIA,2B,3300,0,7,6.7,14.2,8.6,28
20180410,Chris Sale ,@BOS,NYY,P,12300,0,33.1,32.5,18.7,23.7,26.7
20180410,Andrew Benintendi ,@BOS,NYY,OF,3900,0,6.3,6.7,14,6.2,25
20180410,Matt Carpenter ,@STL,MIL,1B,3300,0,6.7,7,7.6,5.8,25
20180410,Jean Segura ,SEA,@KC,SS,3700,0,8.4,8,11.2,8.3,24
20180410,Homer Bailey ,CIN,@PHI,P,5400,0,7.5,8.2,12.4,6.9,23.7
20180410,Andrew Cashner ,@BAL,TOR,P,6100,0,12,10.5,14.4,15.5,23
20180410,Trevor Story ,@COL,SD,SS,4700,0,9,9.5,13.2,6.7,23
20180410,Eric Thames ,MIL,@STL,1B,3600,0,7.9,7.4,12,7.6,23
20180410,Aaron Sanchez ,TOR,@BAL,P,7500,0,12.9,14,12,8.5,22.6
20180410,Tyler Skaggs ,LAA,@TEX,P,7400,0,18,15.9,15.5,19.1,21.9
20180410,Mike Trout ,LAA,@TEX,OF,5500,0,12,12.7,12,10.5,21
20180410,Paul Goldschmidt ,ARI,@SF,1B,4600,0,7.6,8.9,8.6,5.9,21
20180410,Mike Moustakas ,@KC,SEA,3B,3200,0,7.4,8.1,11.8,8.4,21
20180410,Wilmer Flores ,NYM,@MIA,2B / 3B ,2900,0,7.6,7.9,10.6,1.1,21
20180410,Tyler Anderson ,@COL,SD,P,7600,0,14.3,16.1,11.5,5.5,20.1
20180410,Aaron Judge ,NYY,@BOS,OF,4500,0,7.9,8,14.2,10.6,20
20180410,Scott Kingery ,@PHI,CIN,2B / 3B ,3400,0,6.6,6.7,12.2,7.8,20
20180410,Patrick Corbin ,ARI,@SF,P,9500,0,23.9,18.4,22,33.6,19.8
20180410,Dee Gordon ,SEA,@KC,OF,3800,0,8.8,8.3,9.4,9.5,19
20180410,Matt Kemp ,@LAD,OAK,OF,3800,0,7,7.4,6.4,3.8,19
20180410,Andrelton Simmons ,LAA,@TEX,SS,3400,0,8.4,8.5,10.6,8.3,19
20180410,Curtis Granderson ,TOR,@BAL,OF,3300,0,8.4,8.5,11.6,6,19
20180410,Hunter Renfroe ,SD,@COL,OF,3600,0,9.9,10.6,4.8,3.6,18
20180410,Andrew McCutchen ,@SF,ARI,OF,3500,0,8.1,9,13.8,6.6,18
20180410,Jake Odorizzi ,@MIN,HOU,P,5700,0,11.1,10.9,18.7,14,17.5
20180410,Jefry Marte ,LAA,@TEX,1B / 3B ,3000,0,8.1,7.8,10.4,4.5,17
20180410,Martin Maldonado ,LAA,@TEX,C,2900,0,6.2,6.4,8,5.6,17
20180410,A.J. Pollock ,ARI,@SF,OF,4900,0,9.1,8.1,12.2,11.3,16
20180410,Joe Mauer ,@MIN,HOU,1B,3000,0,6.2,6,10,8.1,16
20180410,Guillermo Heredia ,SEA,@KC,OF,2600,0,6.4,6.2,4.6,3.6,16
20180410,Caleb Smith ,@MIA,NYM,P,5100,0,9.7,8.9,6.9,12.9,15.7
20180410,Jose Pirela ,SD,@COL,OF,3600,0,9.7,10.6,9.4,7.2,15
20180410,Austin Jackson ,@SF,ARI,OF,2600,0,6.9,8.2,6.2,3.2,15
20180410,Carlos Martinez ,@STL,MIL,P,10100,0,26.2,25.1,17.3,21.9,14.1
20180410,Michael Conforto ,NYM,@MIA,OF,4700,0,8.2,8.1,11.2,8.5,14
20180410,Corey Seager ,@LAD,OAK,SS,4100,0,6.9,8.2,6.6,4.9,14
20180410,Chris Taylor ,@LAD,OAK,2B / OF ,4100,0,7.1,8.4,5.4,5,14
20180410,Odubel Herrera ,@PHI,CIN,OF,3800,0,7.5,7.1,12,7.3,14
20180410,Austin Hedges ,SD,@COL,C,3200,0,6.9,7.5,8,5.5,14
20180410,Buster Posey ,@SF,ARI,1B / C ,3800,0,8,7.7,10.2,7.6,13
20180410,Felix Hernandez ,SEA,@KC,P,7900,0,13.4,16.1,8.4,5,12.6
20180410,Sean Manaea ,OAK,@LAD,P,7800,0,16.1,14.7,21.4,25.9,12.5
20180410,Jacob deGrom ,NYM,@MIA,P,12400,0,32.4,30.4,23,23.5,12.1
20180410,Eric Hosmer ,SD,@COL,1B,4100,0,9,9.8,8,6.6,12
20180410,Ryan Zimmerman ,@WSH,ATL,1B,3600,0,7.4,8.7,6.2,3,12
20180410,Ozzie Albies ,ATL,@WSH,2B,3500,0,6.2,5.9,12.8,9.9,12
20180410,Wilmer Difo ,@WSH,ATL,2B / SS ,3000,0,6.5,6.5,7.4,3.8,12
20180410,Derek Dietrich ,@MIA,NYM,2B / OF ,2900,0,5.7,6,7.6,8.2,12
20180410,Nolan Arenado ,@COL,SD,3B,5500,0,11,11.2,8.4,8.2,11
20180410,J.D. Martinez ,@BOS,NYY,OF,4400,0,7,7.8,6.4,7.1,11
20180410,Ketel Marte ,ARI,@SF,2B / SS ,3500,0,6,6.7,5.8,5.3,11
20180410,Dexter Fowler ,@STL,MIL,OF,3100,0,6.3,7.5,6,5.6,11
20180410,Nick Williams ,@PHI,CIN,OF,2900,0,7,7.4,8.6,3.9,11
20180410,Brent Suter ,MIL,@STL,P,6400,0,10.2,10.6,9.9,6.8,10.4
20180410,Whit Merrifield ,@KC,SEA,2B,3300,0,7,8,7.6,5.9,10
20180410,Cesar Hernandez ,@PHI,CIN,2B,4300,0,8.2,7.5,8,9.2,10
20180410,Brian Anderson ,@MIA,NYM,3B,3200,0,6.1,5.4,7.8,10,10
20180410,Albert Pujols ,LAA,@TEX,1B,3200,0,7.7,8.1,10.6,7.5,10
20180410,Dansby Swanson ,ATL,@WSH,SS,3000,0,5.4,4.7,11.2,9.8,10
20180410,Jarrod Dyson ,ARI,@SF,OF,2800,0,7.6,7.9,3.8,4.7,10
20180410,Mike Foltynewicz ,ATL,@WSH,P,6600,0,13,10.6,15.4,21.7,9.1
20180410,Dallas Keuchel ,HOU,@MIN,P,9100,0,20.7,23.4,9.3,10.3,9
20180410,Yoenis Cespedes ,NYM,@MIA,OF,4800,0,8.5,8.3,6.4,8.9,9
20180410,Manuel Margot ,SD,@COL,OF,3900,0,8.6,10,7.2,5.5,9
20180410,Todd Frazier ,NYM,@MIA,3B,3600,0,7.5,7.4,7.2,7.4,9
20180410,Kyle Seager ,SEA,@KC,3B,3200,0,6.9,7.3,6.4,5.3,9
20180410,Amed Rosario ,NYM,@MIA,SS,3100,0,5.7,5.7,8.2,6.6,9
20180410,Brian Goodwin ,@WSH,ATL,OF,3000,0,9.1,8.4,10.8,5.8,9
20180410,Mitch Garver ,@MIN,HOU,1B / C ,2800,0,5.1,5.1,7.6,4.7,9
20180410,Drew Robinson ,@TEX,LAA,3B / OF ,2700,0,6.5,6.4,4.8,5.3,9
20180410,Giancarlo Stanton ,NYY,@BOS,OF,4400,0,7.8,8.7,6.4,8.2,8
20180410,Cody Bellinger ,@LAD,OAK,1B,4000,0,8,9,10.6,6.2,8
20180410,Starlin Castro ,@MIA,NYM,2B,3400,0,6.1,6.1,5.8,8.1,8
20180410,Luis Valbuena ,LAA,@TEX,1B / 3B ,3400,0,7.3,7.4,8.8,6.6,8
20180410,Domingo Santana ,MIL,@STL,OF,3200,0,5.9,7.2,5.6,4.5,8
20180410,J.D. Davis ,HOU,@MIN,1B,3000,0,6,6.5,2.6,1.4,8
20180410,Chris Young ,LAA,@TEX,OF,2700,0,0,0,6.2,1.2,8
20180410,Yairo Munoz ,@STL,MIL,OF,2500,0,5.1,5.4,0,0.4,8
20180410,Tim Beckham ,@BAL,TOR,3B / SS ,3600,0,5.7,6.2,6.2,6.1,7
20180410,Mitch Haniger ,SEA,@KC,OF,3600,0,8.4,7.7,5.4,9.3,7
20180410,Logan Forsythe ,@LAD,OAK,3B,3200,0,5.8,6.8,4.8,4.3,7
20180410,Jon Jay ,@KC,SEA,OF,3100,0,7.3,7,5.4,7,7
20180410,Jesse Winker ,CIN,@PHI,OF,3000,0,6.8,6.9,6.4,5.5,7
20180410,Christian Vazquez ,@BOS,NYY,C,3000,0,4.5,4.9,6.4,4.7,7
20180410,Jackie Bradley Jr. ,@BOS,NYY,OF,3000,0,4.9,5.6,6.2,4.3,7
20180410,Brandon Belt ,@SF,ARI,1B,3000,0,8.2,8.2,9.4,6.6,7
20180410,Robbie Grossman ,@MIN,HOU,OF,2900,0,5.6,5.8,1.4,1.2,7
20180410,Miguel Rojas ,@MIA,NYM,2B / SS ,2700,0,5.4,5.4,6.8,6.4,7
20180410,Luis Severino ,NYY,@BOS,P,10500,0,23.3,21.5,14.6,27.6,6.6
20180410,Khris Davis ,OAK,@LAD,OF,4700,0,6.7,7.5,3,5.6,6
20180410,Jose Altuve ,HOU,@MIN,2B,5400,0,9.5,10.1,3.8,7.5,6
20180410,Justin Smoak ,TOR,@BAL,1B,4700,0,9.5,8.6,6.6,10.6,6
20180410,Didi Gregorius ,NYY,@BOS,SS,4400,0,8.9,6.3,18.2,14.4,6
20180410,Yangervis Solarte ,TOR,@BAL,2B / SS ,3900,0,8.3,7.3,5.4,8.7,6
20180410,Kevin Pillar ,TOR,@BAL,OF,3200,0,7.7,7.1,5.6,8.2,6
20180410,Adrian Beltre ,@TEX,LAA,3B,3200,0,7.5,8.3,9,6,6
20180410,Nomar Mazara ,@TEX,LAA,OF,3100,0,6.5,6.7,4.4,6,6
20180410,Jonathan Villar ,MIL,@STL,2B,2900,0,5.6,6.2,5.6,4.6,6
20180410,Brock Holt ,@BOS,NYY,2B / OF ,2800,0,4.5,4.5,5.8,1.5,6
20180410,Tyler Beede ,@SF,ARI,P,5000,0,11.1,11.1,0,0,5.6
20180410,Bryce Harper ,@WSH,ATL,OF,5600,0,13.1,10.5,12,15.5,5
20180410,George Springer ,HOU,@MIN,OF,5100,0,8.6,9.4,3,6.1,5
20180410,Josh Donaldson ,TOR,@BAL,3B,4800,0,9.4,9.7,8.4,10,5
20180410,Zack Cozart ,LAA,@TEX,2B / 3B ,4500,0,9.9,10.2,6.2,8.9,5
20180410,Anthony Rendon ,@WSH,ATL,3B,4300,0,7.9,8.6,9.4,7.8,5
20180410,Alex Bregman ,HOU,@MIN,3B,4100,0,7.6,8.9,4,4.8,5
20180410,Chris Iannetta ,@COL,SD,C,4100,0,9,9.4,8.2,7.7,5
20180410,Paul DeJong ,@STL,MIL,SS,3900,0,8,7.7,2.6,8.3,5
20180410,Freddy Galvis ,SD,@COL,SS,3900,0,8.9,8.2,7,7.5,5
20180410,Travis Shaw ,MIL,@STL,3B,3500,0,6.5,6.9,8,7.8,5
20180410,Austin Barnes ,@LAD,OAK,C,3300,0,7.5,7.6,3.4,2.6,5
20180410,Marcus Semien ,OAK,@LAD,SS,3200,0,6.7,7.2,7.2,6.8,5
20180410,Jake Marisnick ,HOU,@MIN,OF,3100,0,8,8,3.6,6.9,5
20180410,Alcides Escobar ,@KC,SEA,SS,3000,0,5.3,5.5,4.8,5.1,5
20180410,Stephen Piscotty ,OAK,@LAD,OF,3000,0,5.4,6.2,4.8,4.3,5
20180410,J.P. Crawford ,@PHI,CIN,SS,2700,0,4.5,5.3,1,1.6,5
20180410,Ryan Rua ,@TEX,LAA,1B / OF ,2400,0,5.3,6.1,3,2.5,5
20180410,Bryan Holaday ,@MIA,NYM,C,2100,0,3.7,3.7,6.4,2.4,5
20180410,Mike Marjama ,SEA,@KC,C,2100,0,5.5,5.9,3.4,2.4,5
20180410,Shane Robinson ,NYY,@BOS,OF,2000,0,4.5,4.5,4.8,0,5
20180410,Eduardo Nunez ,@BOS,NYY,2B / SS ,3500,0,6.1,6.4,6.2,7.5,4
20180410,Carlos Santana ,@PHI,CIN,1B,4500,0,8.2,7.9,8.4,9.2,4
20180410,Rafael Devers ,@BOS,NYY,3B,3700,0,6.6,6.3,10,9.6,4
20180410,Daniel Vogelbach ,SEA,@KC,1B,2800,0,5.4,5.5,4.8,4.2,4
20180410,Hernan Perez ,MIL,@STL,OF,2600,0,5.5,5.9,1.4,0.4,4
20180410,Kelby Tomlinson ,@SF,ARI,2B / SS ,2300,0,6.6,6.6,2.8,1.9,4
20180410,Logan Morrison ,@MIN,HOU,1B,3000,0,5.7,6.4,2.4,2.1,3
20180410,Paulo Orlando ,@KC,SEA,OF,2900,0,4.9,5.2,3.6,3,3
20180410,Pedro Severino ,@WSH,ATL,C,2700,0,6.7,6.2,6.4,8.2,3
20180410,Yasiel Puig ,@LAD,OAK,OF,4400,0,7.2,8.2,5.4,5.9,3
20180410,Kike Hernandez ,@LAD,OAK,2B / OF ,4200,0,6.9,7.3,4.6,4.4,3
20180410,Matt Olson ,OAK,@LAD,1B,4100,0,7.3,7.8,6.6,7.4,3
20180410,Christian Villanueva ,SD,@COL,3B,4000,0,11.7,11.1,4,9.6,3
20180410,Miguel Sano ,@MIN,HOU,3B,3900,0,8.3,7.4,9.8,11.4,3
20180410,Marcell Ozuna ,@STL,MIL,OF,3700,0,7,7.7,6.4,7.5,3
20180410,Gerardo Parra ,@COL,SD,OF,3600,0,7.6,8.3,4.4,4.7,3
20180410,Ender Inciarte ,ATL,@WSH,OF,3300,0,5.5,5.6,4.6,6.7,3
20180410,Tyler Austin ,NYY,@BOS,1B,3300,0,6.9,6.4,5.8,9.5,3
20180410,Scooter Gennett ,CIN,@PHI,2B,3200,0,5.8,6.8,4.4,5.7,3
20180410,Neil Walker ,NYY,@BOS,1B / 2B ,3200,0,5.6,6.1,5.8,5.9,3
20180410,Byron Buxton ,@MIN,HOU,OF,3200,0,5.7,6.6,2.6,3.9,3
20180410,Jose Peraza ,CIN,@PHI,SS,2900,0,4.8,5.7,6,3.4,3
20180410,Robinson Chirinos ,@TEX,LAA,C,2900,0,6.4,8.1,5.4,3.1,3
20180410,Anthony Santander ,@BAL,TOR,OF,2800,0,5.9,5.9,6.4,6.5,3
20180410,Kolten Wong ,@STL,MIL,2B,2800,0,5.2,6,2.8,2.4,3
20180410,Brandon Crawford ,@SF,ARI,SS,2700,0,6.2,6.8,7.8,4.7,3
20180410,Brett Phillips ,MIL,@STL,OF,2600,0,6.3,6.3,8.8,0,3
20180410,Matt Chapman ,OAK,@LAD,3B,3800,0,8,7.1,9.8,10.6,2
20180410,Freddie Freeman ,ATL,@WSH,1B,4400,0,8.3,7,5.4,12.5,2
20180410,Russell Martin ,TOR,@BAL,C,3600,0,7.6,7.3,6,6.6,2
20180410,Jonathan Schoop ,@BAL,TOR,2B,3400,0,6.3,7.2,2.2,5.5,2
20180410,Nick Ahmed ,ARI,@SF,SS,3400,0,7.1,6.2,6.6,10,2
20180410,Eduardo Escobar ,@MIN,HOU,3B,3200,0,7,6.4,8,10.7,2
20180410,Ryan Flaherty ,ATL,@WSH,2B / 3B ,3100,0,6,5.1,6.2,9.6,2
20180410,Lucas Duda ,@KC,SEA,1B,3100,0,8,7.9,4.8,8.2,2
20180410,Chris Davis ,@BAL,TOR,1B,3000,0,5.8,6.9,1.4,3.2,2
20180410,Aledmys Diaz ,TOR,@BAL,SS,3000,0,6.9,6.6,6.6,5.8,2
20180410,Nick Markakis ,ATL,@WSH,OF,3000,0,5.6,4.9,6.8,9.7,2
20180410,Jorge Soler ,@KC,SEA,OF,3000,0,5.7,5.8,5.8,5.2,2
20180410,Cheslor Cuthbert ,@KC,SEA,3B,3000,0,5.7,5.8,3.2,4.6,2
20180410,Alex Avila ,ARI,@SF,C,3000,0,6.4,7.1,3.6,2.3,2
20180410,Kevin Plawecki ,NYM,@MIA,C,2900,0,6.6,6.4,3,6.2,2
20180410,Harrison Bader ,@STL,MIL,OF,2900,0,6,6,4.2,0.5,2
20180410,Daniel Descalso ,ARI,@SF,1B / 3B ,2900,0,6.3,6.4,4.2,4,2
20180410,Evan Longoria ,@SF,ARI,3B,2900,0,6.7,7.6,7.2,4.3,2
20180410,Pedro Alvarez ,@BAL,TOR,1B / 3B ,2800,0,8.3,7.9,5,6.7,2
20180410,Juan Lagares ,NYM,@MIA,OF,2800,0,6,5.9,5.8,4.5,2
20180410,Jurickson Profar ,@TEX,LAA,2B / SS ,2500,0,6,6,3.6,3,2
20180410,Carlos Perez ,ATL,@WSH,C,2200,0,3.9,4,4.6,2.5,0
20180410,Devon Travis ,TOR,@BAL,2B,3100,0,5.9,7.2,2.8,2.6,0
20180410,Gary Sanchez ,NYY,@BOS,C,4200,0,5.5,7,3.6,3.4,0
20180410,Rhys Hoskins ,@PHI,CIN,OF,5400,0,10.7,9.6,12.2,13.3,0
20180410,Ian Desmond ,@COL,SD,1B / OF ,5200,0,8.4,8.8,3.6,7.8,0
20180410,Carlos Correa ,HOU,@MIN,SS,5100,0,10.4,9.7,2.8,10.2,0
20180410,DJ LeMahieu ,@COL,SD,2B,4900,0,9.7,9.2,3.4,8.5,0
20180410,Robinson Cano ,SEA,@KC,2B,4700,0,8.3,7.6,10.2,8.9,0
20180410,Trea Turner ,@WSH,ATL,SS,4600,0,10.2,10.2,5.2,8.6,0
20180410,Manny Machado ,@BAL,TOR,3B / SS ,4500,0,7.5,7.5,15.2,10.1,0
20180410,Brian Dozier ,@MIN,HOU,2B,4400,0,8.7,8,9.6,11.9,0
20180410,Josh Reddick ,HOU,@MIN,OF,4400,0,9.6,8.5,14.6,10.5,0
20180410,Joey Votto ,CIN,@PHI,1B,4300,0,6.1,7.8,5.2,4.3,0
20180410,Justin Upton ,LAA,@TEX,OF,4300,0,11,10.8,10.6,9.1,0
20180410,Joey Gallo ,@TEX,LAA,1B / OF ,4300,0,7.4,8,5.8,8,0
20180410,Hanley Ramirez ,@BOS,NYY,1B,3800,0,6.8,6.5,13.4,10.9,0
20180410,Chris Owings ,ARI,@SF,2B / OF ,3800,0,8.4,7.1,7.8,8.6,0
20180410,Marwin Gonzalez ,HOU,@MIN,1B / OF ,3700,0,7.6,8.3,4.6,5.6,0
20180410,Adam Jones ,@BAL,TOR,OF,3600,0,6.5,6.5,3.4,8,0
20180410,Elvis Andrus ,@TEX,LAA,SS,3600,0,8,8.1,9.8,8.8,0
20180410,Yadier Molina ,@STL,MIL,C,3600,0,7.2,6.6,4.2,8.5,0
20180410,Jed Lowrie ,OAK,@LAD,2B,3500,0,6.6,6.3,11.2,8.6,0
20180410,Brian McCann ,HOU,@MIN,C,3400,0,7.5,7.4,5,6.6,0
20180410,Steve Pearce ,TOR,@BAL,OF,3300,0,8.2,7.7,10.6,8.6,0
20180410,Jorge Alfaro ,@PHI,CIN,C,3300,0,6.9,6.7,10,5.5,0
20180410,Michael A. Taylor ,@WSH,ATL,OF,3300,0,7.4,8,4,5.2,0
20180410,Shin-soo Choo ,@TEX,LAA,OF,3300,0,8.1,7.8,9.8,9.5,0
20180410,Carlos Asuaje ,SD,@COL,2B,3300,0,6.3,6.8,4.6,5.5,0
20180410,Trey Mancini ,@BAL,TOR,1B / OF ,3200,0,6.7,7.2,6.4,6.8,0
20180410,Adam Duvall ,CIN,@PHI,OF,3200,0,5.9,6.4,1.8,5.6,0
20180410,Billy Hamilton ,CIN,@PHI,OF,3100,0,5.5,5.9,5.2,5.9,0
20180410,Manny Pina ,MIL,@STL,C,3000,0,5.1,5.5,4.6,5,0
20180410,Jonathan Lucroy ,OAK,@LAD,C,3000,0,5.5,6,5,4.6,0
20180410,Preston Tucker ,ATL,@WSH,OF,2900,0,7.1,6.6,5.6,8,0
20180410,Mike Tauchman ,@COL,SD,OF,2900,0,6.4,6.6,0,0.3,0
20180410,Pat Valaika ,@COL,SD,SS,2900,0,7.8,8.5,1,0.8,0
20180410,Tucker Barnhart ,CIN,@PHI,C,2800,0,5.5,5.5,8.6,7.4,0
20180410,Miguel Andujar ,NYY,@BOS,3B,2800,0,4.9,5.4,3.8,3.8,0
20180410,Eric Sogard ,MIL,@STL,2B / SS ,2800,0,5.5,5.9,3.8,2.4,0
20180410,Chance Sisco ,@BAL,TOR,C,2700,0,5.8,6.2,4.6,3,0
20180410,Lewis Brinson ,@MIA,NYM,OF,2700,0,4,4.7,0.4,3.5,0
20180410,Hunter Pence ,@SF,ARI,OF,2700,0,6.2,7.1,4.2,3.6,0
20180410,Austin Romine ,NYY,@BOS,C,2600,0,4.6,4.4,6,6,0
20180410,Taylor Motter ,SEA,@KC,3B / SS ,2600,0,6.3,6.3,1.2,1,0
20180410,Jake Smolinski ,OAK,@LAD,OF,2600,0,5,5.1,3.8,2.3,0
20180410,Drew Butera ,@KC,SEA,C,2500,0,4.9,5,4.8,4.7,0
20180410,Ryan LaMarre ,@MIN,HOU,OF,2300,0,4.8,4.6,0,3.2,0
20180410,Braxton Lee ,@MIA,NYM,OF,2000,0,4.3,4.3,0,2.5,0
20180410,Eric Skoglund ,@KC,SEA,P,5200,0,7,7,-2.7,0,-4.1
20180410,Martin Perez ,@TEX,LAA,P,5500,0,8.1,8.5,3.9,5.4,-13