SF/PF,LeBron James,11600,SAC@CLE 12/06/2017 07:00PM ET,55.781000000000006,CLE
SG/SF,Manu Ginobili,3700,MIA@SA 12/06/2017 08:30PM ET,15.888,SA
PF/C,Daniel Theis,3600,DAL@BOS 12/06/2017 07:30PM ET,11.804,BOS
C,Aron Baynes,3600,DAL@BOS 12/06/2017 07:30PM ET,15.35,BOS
SG/SF,Kyle Korver,3600,SAC@CLE 12/06/2017 07:00PM ET,17.177,CLE
PG/SG,Malcolm Delaney,3600,ATL@ORL 12/06/2017 07:00PM ET,12.25,ATL
C,Miles Plumlee,3600,ATL@ORL 12/06/2017 07:00PM ET,8.687999999999999,ATL
PF/C,Guillermo Hernangomez,3600,MEM@NY 12/06/2017 07:30PM ET,12.339,NY
SG,Damyean Dotson,3600,MEM@NY 12/06/2017 07:30PM ET,5.867000000000001,NY
C,Cody Zeller,3600,GS@CHA 12/06/2017 08:00PM ET,17.708,CHA
PF/C,David West,3600,GS@CHA 12/06/2017 08:00PM ET,16.12,GS
SF/PF,Dante Cunningham,3600,DEN@NO 12/06/2017 08:00PM ET,13.187999999999999,NO
PG,Cory Joseph,3500,CHI@IND 12/06/2017 07:00PM ET,18.281,IND
SG/SF,Paul Zipser,3500,CHI@IND 12/06/2017 07:00PM ET,10.737,CHI
PG/SG,Iman Shumpert,3500,SAC@CLE 12/06/2017 07:00PM ET,12.192,CLE
SF/PF,Jonathan Isaac,3500,ATL@ORL 12/06/2017 07:00PM ET,16.229,ORL
C,Mike Muscala,3500,ATL@ORL 12/06/2017 07:00PM ET,16.333,ATL
SG/SF,Ben McLemore,3500,MEM@NY 12/06/2017 07:30PM ET,12.937999999999999,MEM
PG/SG,Frank Ntilikina,3500,MEM@NY 12/06/2017 07:30PM ET,14.163,NY
PG/SG,Andrew Harrison,3500,MEM@NY 12/06/2017 07:30PM ET,11.309000000000001,MEM
SF/PF,Doug McDermott,3500,MEM@NY 12/06/2017 07:30PM ET,14.347999999999999,NY
SG,Jamal Crawford,3500,MIN@LAC 12/06/2017 10:30PM ET,14.64,MIN
SF/PF,Nemanja Bjelica,3500,MIN@LAC 12/06/2017 10:30PM ET,13.514000000000001,MIN
SG/SF,Shabazz Muhammad,3500,MIN@LAC 12/06/2017 10:30PM ET,7.25,MIN
PG/SF,DeAndre Liggins,3500,DET@MIL 12/06/2017 08:00PM ET,7.513,MIL
PG/SG,Bryn Forbes,3500,MIA@SA 12/06/2017 08:30PM ET,10.196,SA
PG,Dejounte Murray,3500,MIA@SA 12/06/2017 08:30PM ET,18.01,SA
PF/C,Al Jefferson,3400,CHI@IND 12/06/2017 07:00PM ET,16.725,IND
PF/C,Skal Labissiere,3400,SAC@CLE 12/06/2017 07:00PM ET,15.446,SAC
PF/C,Channing Frye,3400,SAC@CLE 12/06/2017 07:00PM ET,9.693,CLE
SG/SF,Arron Afflalo,3400,ATL@ORL 12/06/2017 07:00PM ET,5.382000000000001,ORL
PF/C,Jarell Martin,3400,MEM@NY 12/06/2017 07:30PM ET,11.636,MEM
SF/PF,Omri Casspi,3400,GS@CHA 12/06/2017 08:00PM ET,13.869000000000002,GS
SF/PF,Sam Dekker,3400,MIN@LAC 12/06/2017 10:30PM ET,7.474,LAC
SF/PF,Anthony Tolliver,3400,DET@MIL 12/06/2017 08:00PM ET,13.45,DET
PG/SG,Jameer Nelson,3400,DEN@NO 12/06/2017 08:00PM ET,17.455,NO
SG,Brandon Paul,3400,MIA@SA 12/06/2017 08:30PM ET,8.533999999999999,SA
C,Kosta Koufos,3300,SAC@CLE 12/06/2017 07:00PM ET,15.315,SAC
SG/SF,Justin Jackson,3300,SAC@CLE 12/06/2017 07:00PM ET,9.618,SAC
PG/SF,Mario Hezonja,3300,ATL@ORL 12/06/2017 07:00PM ET,6.711,ORL
PF/C,Bismack Biyombo,3300,ATL@ORL 12/06/2017 07:00PM ET,12.48,ORL
PG,Isaiah Taylor,3300,ATL@ORL 12/06/2017 07:00PM ET,12.280999999999999,ATL
PF,Tyler Cavanaugh,3300,ATL@ORL 12/06/2017 07:00PM ET,8.642999999999999,ATL
PF/C,Brandan Wright,3300,MEM@NY 12/06/2017 07:30PM ET,13.234000000000002,MEM
C,Joakim Noah,3300,MEM@NY 12/06/2017 07:30PM ET,9.625,NY
SG/SF,Dwayne Bacon,3300,GS@CHA 12/06/2017 08:00PM ET,10.917,CHA
C,Zaza Pachulia,3300,GS@CHA 12/06/2017 08:00PM ET,15.073,GS
PF/C,Jordan Bell,3300,GS@CHA 12/06/2017 08:00PM ET,11.763,GS
SG,Luke Kennard,3300,DET@MIL 12/06/2017 08:00PM ET,11.444,DET
PF,Maxi Kleber,3200,DAL@BOS 12/06/2017 07:30PM ET,9.708,DAL
PG,Shane Larkin,3200,DAL@BOS 12/06/2017 07:30PM ET,5.809,BOS
SG/SF,Semi Ojeleye,3200,DAL@BOS 12/06/2017 07:30PM ET,6.292000000000001,BOS
PF/C,Ante Zizic,3200,SAC@CLE 12/06/2017 07:00PM ET,3.813,CLE
PG,Shelvin Mack,3200,ATL@ORL 12/06/2017 07:00PM ET,15.014000000000001,ORL
PF/C,Deyonta Davis,3200,MEM@NY 12/06/2017 07:30PM ET,10.9,MEM
SF/PF,Lance Thomas,3200,MEM@NY 12/06/2017 07:30PM ET,8.425,NY
SG,Sindarius Thornwell,3200,MIN@LAC 12/06/2017 10:30PM ET,8.227,LAC
SF/PF,Jamil Wilson,3200,MIN@LAC 12/06/2017 10:30PM ET,8.687999999999999,LAC
PG/SG,Matthew Dellavedova,3200,DET@MIL 12/06/2017 08:00PM ET,12.962,MIL
SF/PF,Mirza Teletovic,3200,DET@MIL 12/06/2017 08:00PM ET,13.175,MIL
PG/SG,Ian Clark,3200,DEN@NO 12/06/2017 08:00PM ET,8.952,NO
C,Salah Mejri,3100,DAL@BOS 12/06/2017 07:30PM ET,13.579,DAL
PG,Antonio Blakeney,3100,CHI@IND 12/06/2017 07:00PM ET,10.682,CHI
PF/C,Marreese Speights,3100,ATL@ORL 12/06/2017 07:00PM ET,13.105,ORL
PG,Ramon Sessions,3100,MEM@NY 12/06/2017 07:30PM ET,11.4,NY
PG/SG,Langston Galloway,3100,DET@MIL 12/06/2017 08:00PM ET,10.545,DET
SG/SF,Tony Allen,3100,DEN@NO 12/06/2017 08:00PM ET,9.288,NO
PF,Nerlens Noel,3000,DAL@BOS 12/06/2017 07:30PM ET,12.132,DAL
SG,Antonius Cleveland,3000,DAL@BOS 12/06/2017 07:30PM ET,3.35,DAL
PF/C,Josh McRoberts,3000,DAL@BOS 12/06/2017 07:30PM ET,0.0,DAL
C,Jeff Withey,3000,DAL@BOS 12/06/2017 07:30PM ET,3.781,DAL
PF/C,Johnathan Motley,3000,DAL@BOS 12/06/2017 07:30PM ET,0.0,DAL
SF,Dorian Finney-Smith,3000,DAL@BOS 12/06/2017 07:30PM ET,5.875,DAL
PF,Abdel Nader,3000,DAL@BOS 12/06/2017 07:30PM ET,3.432,BOS
PF/C,Guerschon Yabusele,3000,DAL@BOS 12/06/2017 07:30PM ET,4.393,BOS
SG,Kadeem Allen,3000,DAL@BOS 12/06/2017 07:30PM ET,0.0,BOS
SG/SF,Gordon Hayward,3000,DAL@BOS 12/06/2017 07:30PM ET,3.25,BOS
SG,Jabari Bird,3000,DAL@BOS 12/06/2017 07:30PM ET,2.125,BOS
PG,Edmond Sumner,3000,CHI@IND 12/06/2017 07:00PM ET,0.0,IND
SF/PF,TJ Leaf,3000,CHI@IND 12/06/2017 07:00PM ET,7.3629999999999995,IND
SF,Alex Poythress,3000,CHI@IND 12/06/2017 07:00PM ET,1.9169999999999998,IND
PF/C,Ike Anigbogu,3000,CHI@IND 12/06/2017 07:00PM ET,2.0,IND
PG/SG,Joe Young,3000,CHI@IND 12/06/2017 07:00PM ET,4.827,IND
SG/SF,Damien Wilkins,3000,CHI@IND 12/06/2017 07:00PM ET,3.0380000000000003,IND
PF/C,Cristiano Felicio,3000,CHI@IND 12/06/2017 07:00PM ET,9.288,CHI
SG/SF,Quincy Pondexter,3000,CHI@IND 12/06/2017 07:00PM ET,6.132999999999999,CHI
PG,Ryan Arcidiacono,3000,CHI@IND 12/06/2017 07:00PM ET,1.5,CHI
PG,Kay Felder,3000,CHI@IND 12/06/2017 07:00PM ET,7.922999999999999,CHI
PG/SG,Cameron Payne,3000,CHI@IND 12/06/2017 07:00PM ET,0.0,CHI
PF,Jack Cooley,3000,SAC@CLE 12/06/2017 07:00PM ET,4.75,SAC
SG/SF,Vince Carter,3000,SAC@CLE 12/06/2017 07:00PM ET,6.7139999999999995,SAC
SG/SF,Malachi Richardson,3000,SAC@CLE 12/06/2017 07:00PM ET,6.979,SAC
SF/PF,Jakarr Sampson,3000,SAC@CLE 12/06/2017 07:00PM ET,8.333,SAC
PF/C,Harry Giles,3000,SAC@CLE 12/06/2017 07:00PM ET,0.0,SAC
C,Georgios Papagiannis,3000,SAC@CLE 12/06/2017 07:00PM ET,5.313,SAC
SG/SF,Cedi Osman,3000,SAC@CLE 12/06/2017 07:00PM ET,4.375,CLE
SG/SF,John Holland,3000,SAC@CLE 12/06/2017 07:00PM ET,1.8330000000000002,CLE
PG,Jose Calderon,3000,SAC@CLE 12/06/2017 07:00PM ET,6.9670000000000005,CLE
PG,London Perrantes,3000,SAC@CLE 12/06/2017 07:00PM ET,0.0,CLE
PF/C,Khem Birch,3000,ATL@ORL 12/06/2017 07:00PM ET,2.667,ORL
SG/SF,Wes Iwundu,3000,ATL@ORL 12/06/2017 07:00PM ET,3.286,ORL
PF,Adreian Payne,3000,ATL@ORL 12/06/2017 07:00PM ET,0.0,ORL
SG/SF,Jamel Artis,3000,ATL@ORL 12/06/2017 07:00PM ET,0.0,ORL
SG,Nicolas Brussino,3000,ATL@ORL 12/06/2017 07:00PM ET,1.25,ATL
PG/SG,Tyler Dorsey,3000,ATL@ORL 12/06/2017 07:00PM ET,4.188,ATL
PG,Josh Magette,3000,ATL@ORL 12/06/2017 07:00PM ET,6.188,ATL
PG/SG,Wayne Selden Jr.,3000,MEM@NY 12/06/2017 07:30PM ET,8.25,MEM
SG,Kobi Simmons,3000,MEM@NY 12/06/2017 07:30PM ET,2.0,MEM
PF,Vince Hunter,3000,MEM@NY 12/06/2017 07:30PM ET,4.0,MEM
PF/C,Ivan Rabb,3000,MEM@NY 12/06/2017 07:30PM ET,0.0,MEM
PF,Isaiah Hicks,3000,MEM@NY 12/06/2017 07:30PM ET,0.0,NY
PG/SG,Ron Baker,3000,MEM@NY 12/06/2017 07:30PM ET,9.642999999999999,NY
PF,Luke Kornet,3000,MEM@NY 12/06/2017 07:30PM ET,0.0,NY
PG,Marcus Paige,3000,GS@CHA 12/06/2017 08:00PM ET,2.5,CHA
PF/C,Mangok Mathiang,3000,GS@CHA 12/06/2017 08:00PM ET,2.5,CHA
PF/C,Johnny O'Bryant III,3000,GS@CHA 12/06/2017 08:00PM ET,9.406,CHA
PG/SG,Julyan Stone,3000,GS@CHA 12/06/2017 08:00PM ET,9.625,CHA
SG/SF,Treveon Graham,3000,GS@CHA 12/06/2017 08:00PM ET,10.270999999999999,CHA
C,JaVale McGee,3000,GS@CHA 12/06/2017 08:00PM ET,8.727,GS
PG,Quinn Cook,3000,GS@CHA 12/06/2017 08:00PM ET,5.167000000000001,GS
PF,Chris Boucher,3000,GS@CHA 12/06/2017 08:00PM ET,0.0,GS
C,Damian Jones,3000,GS@CHA 12/06/2017 08:00PM ET,0.0,GS
SF/PF,Kevon Looney,3000,GS@CHA 12/06/2017 08:00PM ET,9.486,GS
PG/SG,Patrick Beverley,3000,MIN@LAC 12/06/2017 10:30PM ET,25.976999999999997,LAC
PG/SG,Aaron Brooks,3000,MIN@LAC 12/06/2017 10:30PM ET,3.958,MIN
SG/SF,Marcus Georges-Hunt,3000,MIN@LAC 12/06/2017 10:30PM ET,0.917,MIN
C,Justin Patton,3000,MIN@LAC 12/06/2017 10:30PM ET,0.0,MIN
SG/SF,Anthony Brown,3000,MIN@LAC 12/06/2017 10:30PM ET,0.0,MIN
C,Cole Aldrich,3000,MIN@LAC 12/06/2017 10:30PM ET,1.15,MIN
PG,Jawun Evans,3000,MIN@LAC 12/06/2017 10:30PM ET,8.967,LAC
PF/C,Brice Johnson,3000,MIN@LAC 12/06/2017 10:30PM ET,5.542000000000001,LAC
SG,C.J. Williams,3000,MIN@LAC 12/06/2017 10:30PM ET,6.222,LAC
C,Willie Reed,3000,MIN@LAC 12/06/2017 10:30PM ET,10.345,LAC
PF,Joel Bolomboy,3000,DET@MIL 12/06/2017 08:00PM ET,3.0,MIL
PF/C,D.J. Wilson,3000,DET@MIL 12/06/2017 08:00PM ET,1.906,MIL
PG/SG,Jason Terry,3000,DET@MIL 12/06/2017 08:00PM ET,5.972,MIL
SG,Sterling Brown,3000,DET@MIL 12/06/2017 08:00PM ET,4.45,MIL
PG/SF,Rashad Vaughn,3000,DET@MIL 12/06/2017 08:00PM ET,4.75,MIL
SG,Gary Payton II,3000,DET@MIL 12/06/2017 08:00PM ET,4.0,MIL
PF/C,Eric Moreland,3000,DET@MIL 12/06/2017 08:00PM ET,7.525,DET
PF/C,Jon Leuer,3000,DET@MIL 12/06/2017 08:00PM ET,11.812999999999999,DET
PF/C,Henry Ellenson,3000,DET@MIL 12/06/2017 08:00PM ET,10.094,DET
PG,Dwight Buycks,3000,DET@MIL 12/06/2017 08:00PM ET,0.0,DET
SF,Luis Montero,3000,DET@MIL 12/06/2017 08:00PM ET,0.0,DET
SG/SF,Reggie Bullock,3000,DET@MIL 12/06/2017 08:00PM ET,7.091,DET
C,Boban Marjanovic,3000,DET@MIL 12/06/2017 08:00PM ET,8.0,DET
PF,Cheick Diallo,3000,DEN@NO 12/06/2017 08:00PM ET,5.55,NO
PF,Tyler Lydon,3000,DEN@NO 12/06/2017 08:00PM ET,0.0,DEN
SF/PF,Richard Jefferson,3000,DEN@NO 12/06/2017 08:00PM ET,3.219,DEN
SG,Malik Beasley,3000,DEN@NO 12/06/2017 08:00PM ET,6.197,DEN
SG/SF,Torrey Craig,3000,DEN@NO 12/06/2017 08:00PM ET,1.25,DEN
PF,Darrell Arthur,3000,DEN@NO 12/06/2017 08:00PM ET,2.75,DEN
PG,Monte Morris,3000,DEN@NO 12/06/2017 08:00PM ET,0.0,DEN
C,Omer Asik,3000,DEN@NO 12/06/2017 08:00PM ET,8.75,NO
SF,Jalen Jones,3000,DEN@NO 12/06/2017 08:00PM ET,2.667,NO
SF/PF,Solomon Hill,3000,DEN@NO 12/06/2017 08:00PM ET,0.0,NO
PG,Frank Jackson,3000,DEN@NO 12/06/2017 08:00PM ET,0.0,NO
SG,Charles Cooke,3000,DEN@NO 12/06/2017 08:00PM ET,2.75,NO
C,Alexis Ajinca,3000,DEN@NO 12/06/2017 08:00PM ET,0.0,NO
SG/SF,Darrun Hilliard,3000,MIA@SA 12/06/2017 08:30PM ET,2.167,SA
PF/C,Joffrey Lauvergne,3000,MIA@SA 12/06/2017 08:30PM ET,9.396,SA
PG/SG,Derrick White,3000,MIA@SA 12/06/2017 08:30PM ET,7.25,SA
PF,Matt Costello,3000,MIA@SA 12/06/2017 08:30PM ET,12.25,SA
SF/PF,Davis Bertans,3000,MIA@SA 12/06/2017 08:30PM ET,7.329,SA
SG/SF,Rodney McGruder,3000,MIA@SA 12/06/2017 08:30PM ET,0.0,MIA
SF/PF,Okaro White,3000,MIA@SA 12/06/2017 08:30PM ET,8.45,MIA
PG/SG,Derrick Walton Jr.,3000,MIA@SA 12/06/2017 08:30PM ET,1.4169999999999998,MIA
SG,Matt Williams,3000,MIA@SA 12/06/2017 08:30PM ET,0.0,MIA
PF/C,Jordan Mickey,3000,MIA@SA 12/06/2017 08:30PM ET,8.6,MIA
C,A.J. Hammons,3000,MIA@SA 12/06/2017 08:30PM ET,0.0,MIA
PF/C,Udonis Haslem,3000,MIA@SA 12/06/2017 08:30PM ET,1.625,MIA
